16 0.00976852
24 0.0334227
31 0.0689835
32 0.0782854
48 0.266843
64 0.637441
73 0.923791
96 2.01941
97 2.08495
127 0.594961
128 0.617812
129 0.639172
163 1.28192
191 2.14698
192 2.09886
229 1.00552
255 1.42877
256 1.41696
257 1.41705
319 1.15889
320 1.19077
321 1.13634
370 1.76691
417 1.2968
450 1.62674
479 2.02712
480 2.05107
511 2.48614
512 2.39168
600 2.23276
700 2.21541
800 2.25359
900 2.15658
1000 2.29537
1200 2.31962
