1 0.305097
2 0.974318
3 1.45019
4 2.07277
5 2.25646
6 2.41905
7 2.48066
8 2.92148
9 2.95962
10 2.74835
11 2.97081
12 3.04512
13 3.09499
14 3.11257
15 2.99485
16 3.19988
17 3.0565
18 2.78513
19 2.59746
20 2.76993
21 2.70231
22 2.56867
23 2.50402
24 2.5424
25 2.51998
26 2.51701
27 2.52328
28 2.40698
29 2.48489
30 2.5555
31 2.55513
32 2.50775
33 2.57118
34 2.42299
35 2.68739
36 2.64442
37 2.68057
38 2.66626
39 2.66478
40 2.64848
